アイテム名,URL,フレーバーテキスト
"大焼炉壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E7%84%BC%E7%82%89%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
焼炉の呪術が施されている
敵に投げつけ、渦巻く炎を生じる
焼炉の炎は、人を魂まで焼き尽くす
穢れを焼く時、それは浄化と呼ばれる"
"油壺","https://kamikouryaku.net/eldenring/?%E6%B2%B9%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
油を含んだ素材を混ぜ合わせ、壺に封じたもの
敵に投げつけ、油まみれにする
油まみれになった敵に対しては
炎ダメージが大きくなる"
"大油壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E6%B2%B9%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、ひどく油まみれにする
ひどく油まみれになった敵に対しては
炎ダメージが、とても大きくなる"
"魔力壺","https://kamikouryaku.net/eldenring/?%E9%AD%94%E5%8A%9B%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
魔力を生じる素材を混ぜ合わせ、壺に封じたもの
レアルカリアでは「魔術擬き」と呼ばれる
FPを消費して、敵に投げつけ
魔力ダメージを与える"
"学院の魔力壺","https://kamikouryaku.net/eldenring/?%E5%AD%A6%E9%99%A2%E3%81%AE%E9%AD%94%E5%8A%9B%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
レアルカリアの魔術が施されている
FPを消費して、敵に投げつけ
大きな魔力ダメージを与える
これもまた「魔術擬き」のひとつであり
学院の警護などに用いられた"
"大魔力壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E9%AD%94%E5%8A%9B%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、とても大きな魔力ダメージを与える"
"雷壺","https://kamikouryaku.net/eldenring/?%E9%9B%B7%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
雷を生じる素材を混ぜ合わせ、壺に封じたもの
敵に投げつけ、雷ダメージを与える"
"古竜の雷壺","https://kamikouryaku.net/eldenring/?%E5%8F%A4%E7%AB%9C%E3%81%AE%E9%9B%B7%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
古竜の紋章を刻んだ雷壺
敵に投げつけ、大きな雷ダメージを与える
信仰によらず、古竜の雷を振るう術のひとつ
遺物に宿る力、それはただの現象なのだ"
"大雷壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E9%9B%B7%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、とても大きな雷ダメージを与える"
"赤雷壺","https://kamikouryaku.net/eldenring/?%E8%B5%A4%E9%9B%B7%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
素材を混ぜ合わせ、壺に封じたもの
敵に投げつけ、雷ダメージを与える
それは周囲の敵を巻き込む
伝播する赤い雷は、王を裏切り
暴君に仕えた古竜の技であるという"
"大赤雷壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E8%B5%A4%E9%9B%B7%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、大きな雷ダメージを与える
それは周囲の敵を巻き込む
伝播する赤い雷は、王を裏切り
暴君に仕えた古竜の技であるという"
"聖水壺","https://kamikouryaku.net/eldenring/?%E8%81%96%E6%B0%B4%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
黄金律の祈祷が施されている
FPを消費して、敵に投げつけ
聖ダメージを与える
特に、死に生きる者たちに効果が高く
倒した場合は、それらが復活することはない
黄金律は、死に生きる理を許容しない"
"聖律壺","https://kamikouryaku.net/eldenring/?%E8%81%96%E5%BE%8B%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
黄金律の祈祷が施されている
FPを消費して、敵に投げつけ
大きな聖ダメージを与える
特に、死に生きる者たちに効果が高く
倒した場合は、それらが復活することはない
黄金律は、死に生きる理を許容しない"
"毒壺","https://kamikouryaku.net/eldenring/?%E6%AF%92%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
毒を持った素材を混ぜ合わせ、壺に封じたもの
敵に投げつけ、毒を蓄積する"
"大毒壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E6%AF%92%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、大きく毒を蓄積する"
"糞壺","https://kamikouryaku.net/eldenring/?%E7%B3%9E%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
排泄物などを混ぜ合わせ、壺に封じたもの
それは発酵し、毒素と悪臭を増し溢れ出る
敵に投げつけ、猛毒を蓄積する
猛毒は、これを持つ者にも徐々に蓄積する
糞の穴はいつだって汚れているものだ"
"大糞壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E7%B3%9E%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の排泄物などを、大壺に封じたもの
それは発酵し、毒素と悪臭を増し溢れ出る
敵に投げつけ、大きく猛毒を蓄積する
猛毒は、これを持つ者にも徐々に蓄積する
糞の穴はいつだって汚れているものだ"
"腐敗壺","https://kamikouryaku.net/eldenring/?%E8%85%90%E6%95%97%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
朱い翼の紋章が描かれた壺
敵に投げつけ、朱い腐敗を蓄積する
それはエオニアの沼から生じており
恐ろしい疫病のように生命を蝕む"
"大腐敗壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E8%85%90%E6%95%97%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、大きく腐敗を蓄積する
腐敗は、外なる神の神性のひとつであり
恐ろしい疫病のように生命を蝕む"
"蠅壺","https://kamikouryaku.net/eldenring/?%E8%A0%85%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
排泄物などを混ぜ合わせ、壺に封じたもの
敵に投げつけ、血蠅の群れが襲いかかる
蠅どもは、ダメージと共に出血を蓄積し
耳障りな羽音は、狂兵の正気を蝕む
排泄物の蛆は、血を糧に育ち蠅となる
その蠅は凶暴で、だが憐れに儚い
Ver.1.00のテキスト
Ver.1.00のテキスト
ヒビ壺を使った製作アイテムのひとつ
排泄物などを混ぜ合わせ、壺に封じたもの
敵に投げつけ、蠅の群れが襲いかかる
蠅どもは小さな牙を持ち、敵を無数に切り裂き
耳障りな羽音は時に正気を蝕む
排泄物の蛆は、血を糧に育ち蠅となる
その蠅は凶暴で、だが憐れに儚い"
"大蠅壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E8%A0%85%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の排泄物などを、大壺に封じたもの
敵に投げつけ、血蠅の大群が襲い掛かる
蠅どもは、ダメージと共に大きく出血を蓄積し
耳障りな羽音は、狂兵の正気を蝕む
排泄物の蛆は、血を糧に育ち蠅となる
その蠅は凶暴で、だが憐れに儚い"
"氷結壺","https://kamikouryaku.net/eldenring/?%E6%B0%B7%E7%B5%90%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
カーリア王家の紋章を刻んだ壺
敵に投げつけ、冷気を蓄積する
それは、カーリアの王女ラニに由来する
彼女の月は、暗く冷たい
Ver.1.00のテキスト
Ver.1.00のテキスト
儀式壺を使った製作アイテムのひとつ
カーリア王家の紋章を刻んだ壺
敵に投げつけ、凍傷を蓄積する
それは、カーリアの王女ラニに由来する
彼女の月は、暗く冷たい"
"大氷結壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E6%B0%B7%E7%B5%90%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、大きく冷気を蓄積する"
"眠り壺","https://kamikouryaku.net/eldenring/?%E7%9C%A0%E3%82%8A%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
聖女トリーナの祈祷が施されている
FPを消費して、敵に投げつけ
睡眠を蓄積する
薄紫の靄は、子守唄に似ている
泥のようにお眠りなさい"
"永眠壺","https://kamikouryaku.net/eldenring/?%E6%B0%B8%E7%9C%A0%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
聖女トリーナの祈祷が施されている
FPを消費して、敵に投げつけ
永眠を蓄積する
その眠りは昏く、弱き者は
二度と目覚めることはない"
"狂い火壺","https://kamikouryaku.net/eldenring/?%E7%8B%82%E3%81%84%E7%81%AB%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
素材を混ぜ合わせ、壺に封じたもの
敵に投げつけ、発狂を蓄積する
狂い火は瞳を焼き、やがて安らぎをもたらす
これは救いの壺である"
"大狂い火壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E7%8B%82%E3%81%84%E7%81%AB%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、大きく発狂を蓄積する
狂い火は瞳を焼き、やがて安らぎをもたらす
これは救いの壺である"
"大岩石壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E5%B2%A9%E7%9F%B3%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
砕いた岩を詰めただけの、単純な大壺
敵に投げつけ、大きなダメージを与える"
"火山壺","https://kamikouryaku.net/eldenring/?%E7%81%AB%E5%B1%B1%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
火山の熱石を砕き、壺に封じたもの
敵に投げつけ、熱気を生じ
触れるものに炎ダメージを与える
熱気は、少しの間その場に留まる"
"大火山壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E7%81%AB%E5%B1%B1%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
大量の素材を、大壺に封じたもの
敵に投げつけ、強い熱気を生じ
触れるものに大きな炎ダメージを与える
熱気は、少しの間その場に留まる"
"怨霊壺","https://kamikouryaku.net/eldenring/?%E6%80%A8%E9%9C%8A%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
古い死の呪術が施されている
FPを消費して、敵に投げつけ
追いすがる怨霊たちを生じる
古い時代、死は霊炎に焼かれた
怨霊はその燃え滓であるという"
"大怨霊壺","https://kamikouryaku.net/eldenring/?%E5%A4%A7%E6%80%A8%E9%9C%8A%E5%A3%BA","ヒビ大壺を使った製作アイテムのひとつ
古い死の呪術が施されている
FPを消費して、敵に投げつけ
多くの追いすがる怨霊たちを生じる
古い時代、死は霊炎に焼かれた
怨霊はその燃え滓であるという"
"呪血壺","https://kamikouryaku.net/eldenring/?%E5%91%AA%E8%A1%80%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
血の君主の紋章が描かれた壺
敵に投げつけ、呪血まみれにする
呪血まみれになった敵には
召喚した霊体が、狂ったように襲いかかる
それは血の君主の、幼き頃の記憶である"
"誘い壺","https://kamikouryaku.net/eldenring/?%E8%AA%98%E3%81%84%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
暗部の祈祷が施されている
FPを消費して投げつけ、白い影を生じる
影は、戦闘状態にない人の類を引き寄せ、攻撃を誘う
亜人に対しては、戦闘状態であっても効果がある
Ver.1.00のテキスト
Ver.1.00のテキスト
儀式壺を使った製作アイテムのひとつ
暗部の祈祷が施されている
FPを消費して投げつけ、白い影を生じる
影は、戦闘状態にない人型敵を引き寄せ、攻撃を誘い
亜人であれば、戦闘状態であっても同様の効果がある"
"獣誘いの壺","https://kamikouryaku.net/eldenring/?%E7%8D%A3%E8%AA%98%E3%81%84%E3%81%AE%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
暗部の祈祷が施されている
FPを消費して投げつけ、赤い影を生じる
影は、獣だけを引き寄せ、攻撃を誘う
その効果は、戦闘状態であるか否かを問わない"
"しろがね壺","https://kamikouryaku.net/eldenring/?%E3%81%97%E3%82%8D%E3%81%8C%E3%81%AD%E5%A3%BA","儀式壺を使った製作アイテムのひとつ
カッコウの魔術が施されている
FPを消費して敵に投げつけ
一定時間、聖杯瓶による回復を阻害する
カッコウたちは嘯くだろう
とくと見よ。お前たちの血の穢れたるを
こんなものが、まともな生命に流れるものか"
"紐付き火炎壺","https://kamikouryaku.net/eldenring/?%E7%B4%90%E4%BB%98%E3%81%8D%E7%81%AB%E7%82%8E%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
火を生じる素材を混ぜ合わせ、壺に封じたもの
投擲用の短い紐がついている
背後の敵に投げつけ、炎ダメージを与える"
"紐付き油壺","https://kamikouryaku.net/eldenring/?%E7%B4%90%E4%BB%98%E3%81%8D%E6%B2%B9%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
油を含んだ素材を混ぜ合わせ、壺に封じたもの
投擲用の短い紐がついている
背後の敵に投げつけ、油まみれにする
油まみれになった敵に対しては
炎ダメージが大きくなる"
"紐付き魔力壺","https://kamikouryaku.net/eldenring/?%E7%B4%90%E4%BB%98%E3%81%8D%E9%AD%94%E5%8A%9B%E5%A3%BA","ヒビ壺を使った製作アイテムのひとつ
魔力を生じる素材を混ぜ合わせ、壺に封じたもの
投擲用の短い紐がついている
FPを消費して、背後の敵に投げつけ
魔力ダメージを与える"
